taxa_id,Kingdom,Phylum,Class,Clade,Orders,Family,Genus,Species,common_name,RecordsWithDenominators,NeoplasiaWithDenominators,NeoplasiaPrevalence,-,MalignancyKnown,Malignant,MalignancyPrevalence,PropMalignant,Benign,BenignPrevalence,PropBenign,--,RecordsFromAllSources,NeoplasiaFromAllSources,Necropsies,#Sources,---,female_maturity(months),male_maturity(months),Gestation(months),Weaning(months),Infancy(months),litter_size,litters_year,interbirth_interval,birth_weight(g),weaning_weight(g),adult_weight(g),growth_rate(1/days),max_longevity(months),metabolic_rate,SE_simple
2588,Animalia,Chordata,Amphibia,Amphibia,Anura,Ranidae,Lithobates,Lithobates catesbeianus,American bullfrog,37,2,0.054054054,-,6,0,0,0.666666667,2,0.054054054,0.333333333,-,41,6,37,13,-,41.97896121,23.99737015,-1,-1,100.35,-1,-1,-1,-1,-1,54.4,-1,192,-1,0.164398987
1388,Animalia,Chordata,Aves,Sauropsida,Coliiformes,Coliidae,Colius,Colius striatus,Speckled mousebird,37,3,0.081081081,-,3,0,0,0,3,0.081081081,1,-,37,3,37,7,-,11.94832347,-1,0.460223537,-1,363.468,3.3,-1,-1,-1,-1,51,-1,138,-1,0.164398987
3472,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Procyonidae,Procyon,Procyon lotor,Common raccoon,37,3,0.081081081,-,3,2,0.054054054,0.666666667,1,0.027027027,0.333333333,-,37,3,37,10,-,11.99868508,11.99868508,2.071005917,2.991452991,2.991452991,3.06,-1,12,80,1175,6000,0.0153,252,2096.43,0.164398987
936,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Canidae,Canis,Canis lupus,Gray wolf,36,12,0.333333333,-,27,9,0.25,0.740740741,2,0.055555556,0.259259259,-,52,28,36,18,-,21.99211045,21.99211045,2.038132807,1.54503616,1.54503616,4.98,0.8,12,450,5250,26625,0.0177,247.2,11254.2,0.166666667
5246,Animalia,Chordata,Aves,Sauropsida,Accipitriformes,Accipitridae,Milvus,Milvus milvus,Red kite,36,0,0,-,0,0,0,NA,0,0,NA,-,36,0,36,1,-,35.99605523,35.99605523,-1,-1,109.5,-1,-1,-1,50,-1,1080,-1,456,-1,0.166666667
2780,Animalia,Chordata,Aves,Sauropsida,Strigiformes,Strigidae,Megascops,Megascops asio,Eastern screech-owl,36,4,0.111111111,-,4,3,0.083333333,0.75,1,0.027777778,0.25,-,36,4,36,23,-,11.99868508,11.99868508,0.953320184,-1,36.5,4.25,-1,-1,11,-1,164.1,0.264,248.4,-1,0.166666667
4016,Animalia,Chordata,Mammalia,Mammalia,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus transitionalis,New england cottontail,35,2,0.057142857,-,2,1,0.028571429,0.5,1,0.028571429,0.5,-,35,2,35,1,-,3.944773176,-1,0.920447074,0.525969757,0.525969757,4.8,2.5,0.08275154,30,118.5,902.6,-1,111.6,-1,0.169030851
2618,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Estrilididae,Lonchura,Padda oryzivora,Java sparrow,35,4,0.114285714,-,4,1,0.028571429,0.25,3,0.085714286,0.75,-,35,4,35,5,-,-1,-1,0.460223537,-1,1,4.95,2.5,-1,-1,-1,24.8,-1,-1,-1,0.169030851
952,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Bovidae,Capra,Capra nubiana,Nubian ibex,35,1,0.028571429,-,1,0,0,0,1,0.028571429,1,-,35,1,35,3,-,26.882643,41.2886259,4.930966469,7.503944773,7.503944773,1.11,0.8,1.41889117,2791.43,15691.695,46250,-1,268.8,-1,0.169030851
1854,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Fringillidae,Euphonia,Euphonia violacea,Euphonia violacea,35,0,0,-,0,0,0,NA,0,0,NA,-,35,0,35,7,-,-1,-1,-1,-1,1,3.75,-1,-1,-1,-1,14.875,-1,-1,-1,0.169030851
4547,Animalia,Chordata,Aves,Sauropsida,Columbiformes,Columbidae,Zenaida,Zenaida graysoni,Soccoro dove,35,1,0.028571429,-,1,1,0.028571429,1,0,0,0,-,35,1,35,1,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,191,-1,-1,-1,0.169030851
3706,Animalia,Chordata,Mammalia,Mammalia,Primates,Callitrichidae,Saguinus,Saguinus imperator,Emperor tamarins,35,1,0.028571429,-,1,1,0.028571429,1,0,0,0,-,35,1,35,9,-,17.94871795,23.99737015,4.76660092,-1,63.8,-1,-1,-1,47,-1,518.5,-1,284.4,-1,0.169030851
3375,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Ploceidae,Ploceus,Ploceus castaneiceps,Ploceus castaneiceps,35,2,0.057142857,-,2,2,0.057142857,1,0,0,0,-,35,2,35,8,-,-1,-1,-1,-1,1,2.7,-1,-1,-1,-1,18.45,-1,-1,-1,0.169030851
679,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Viperidae,Bitis,Bitis gabonica,Gaboon viper,35,4,0.114285714,-,4,3,0.085714286,0.75,1,0.028571429,0.25,-,35,4,35,10,-,-1,-1,-1,-1,7.120292726,156,-1,-1,-1,-1,2381,-1,216,-1,0.169030851
8028,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Nectariniidae,Chalcomitra,Chalcomitra senegalensis,Scarlet breasted sunbird,34,0,0,-,0,0,0,NA,0,0,NA,-,34,0,34,1,-,-1,-1,-1,-1,1,1.85,2.5,-1,-1,-1,12.175,-1,-1,-1,0.171498585
3238,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Suidae,Phacochoerus,Phacochoerus africanus,Warthog,34,6,0.176470588,-,5,3,0.088235294,0.6,2,0.058823529,0.4,-,34,6,34,15,-,19.00065746,19.00065746,5.391190007,2.761341223,2.761341223,-1,1.5,14,660,-1,100000,-1,250.8,-1,0.171498585
3640,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Cervidae,Rangifer,Rangifer tarandus,Caribou,34,4,0.117647059,-,6,2,0.058823529,0.333333333,2,0.058823529,0.666666667,-,36,6,34,9,-,21.76199869,22.35371466,7.495069034,3.944773176,3.944773176,1.1,1.1,12,6500,20000,101250,0.0047,261.6,-1,0.171498585
3711,Animalia,Chordata,Mammalia,Mammalia,Primates,Cebidae,Saimiri,Saimiri boliviensis,Black-capped squirrel monkey,34,0,0,-,0,0,0,NA,0,0,NA,-,34,0,34,5,-,35.85104471,60.02629849,5.193951348,5.818540434,5.818540434,1.02,1.07,1.024298426,107.5,410.5,615,-1,363.6,-1,0.171498585
1390,Animalia,Chordata,Mammalia,Mammalia,Primates,Cercopithecidae,Colobus,Colobus guereza,Colobus monkey,34,4,0.117647059,-,4,2,0.058823529,0.5,2,0.058823529,0.5,-,34,4,34,15,-,48.02761341,72.05785667,5.752794214,12.39316239,12.39316239,-1,0.95,12,397.8,1600,9950,-1,420,3055,0.171498585
2462,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Camelidae,Lama,Lama glama,Llama,34,10,0.294117647,-,11,5,0.147058824,0.545454545,4,0.117647059,0.454545455,-,36,12,34,16,-,26.29848784,26.29848784,10.84812623,4.996712689,4.996712689,-1,0.685,1.499657769,11000,29000,140000,-1,346.8,-1,0.171498585
4124,Animalia,Chordata,Reptilia,Sauropsida,Testudines,Testudinidae,Testudo,Testudo kleinmanni,Egyptian tortoise,34,0,0,-,0,0,0,NA,0,0,NA,-,34,0,34,2,-,72.04142012,-1,-1,-1,2191.5,1.666666667,-1,-1,5.9,-1,440,-1,252,-1,0.171498585
3173,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Thraupidae,Paroaria,Paroaria coronata,Red-crested cardinal,34,1,0.029411765,-,1,0,0,0,1,0.029411765,1,-,34,1,34,14,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,38.76666667,-1,-1,-1,0.171498585
2492,Animalia,Chordata,Aves,Sauropsida,Charadriiformes,Laridae,Larosterna,Larosterna inca,Inca tern,34,1,0.029411765,-,1,1,0.029411765,1,0,0,0,-,34,1,34,9,-,-1,-1,0.920447074,-1,10.28486727,-1,-1,-1,-1,-1,219,-1,312,-1,0.171498585
4333,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Viperidae,Tropidolaemus,Tropidolaemus wagleri,Wagler's pit viper,34,1,0.029411765,-,1,1,0.029411765,1,0,0,0,-,34,1,34,6,-,-1,-1,12.62327416,0.190664037,0.190664037,-1,-1,5.8,-1,-1,-1,-1,-1,-1,0.171498585
3111,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Oxyura,Oxyura jamaicensis,Ruddy duck,34,2,0.058823529,-,2,1,0.029411765,0.5,1,0.029411765,0.5,-,34,2,34,11,-,11.99868508,11.99868508,0.756081525,-1,36.5,-1,-1,-1,43,-1,542,-1,163.2,-1,0.171498585
141,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Aix,Aix sponsa,Wood duck,33,5,0.151515152,-,5,3,0.090909091,0.6,2,0.060606061,0.4,-,33,5,33,14,-,11.99868508,11.99868508,1.019066404,-1,36.5,12,1.5,-1,23.7,-1,452.8,-1,270,-1,0.174077656
4374,Animalia,Chordata,Mammalia,Mammalia,Carnivora,Felidae,Panthera,Panthera uncia,Snow leopard,33,12,0.363636364,-,12,10,0.303030303,0.833333333,2,0.060606061,0.166666667,-,33,12,33,17,-,23.99737015,23.99737015,3.15581854,2.531229454,2.531229454,2.12,1.1,12,475,7500,50000,-1,254.4,-1,0.174077656
918,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Chamaeleonidae,Calumma,Calumma parsonii,Parsons chameleon,33,0,0,-,0,0,0,NA,0,0,NA,-,33,0,33,6,-,-1,-1,-1,-1,1,27,-1,-1,-1,-1,-1,-1,-1,-1,0.174077656
1532,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Viperidae,Crotalus,Crotalus polystictus,Crotalus polystictus,33,0,0,-,5,0,0,1,0,0,0,-,38,5,33,7,-,-1,-1,-1,-1,2.254759363,-1,-1,-1,-1,-1,-1,-1,68.4,-1,0.174077656
3372,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Tropiduridae,Plica,Plica plica,Collared tree lizard,33,1,0.03030303,-,1,1,0.03030303,1,0,0,0,-,33,1,33,2,-,-1,-1,-1,-1,1,2.655,-1,-1,2.89,-1,69.825,-1,-1,-1,0.174077656
2958,Animalia,Chordata,Aves,Sauropsida,Psittaciformes,Psittacidae,Neophema,Neophema splendida,Neophema splendida,33,1,0.03030303,-,1,1,0.03030303,1,0,0,0,-,33,1,33,7,-,-1,-1,-1,-1,5.538005454,-1,-1,-1,-1,-1,38.6,-1,168,-1,0.174077656
2296,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Colubridae,Hydrodynastes,Hydrodynastes gigas,Boipevassu cobra,33,1,0.03030303,-,6,1,0.03030303,0.5,0,0,0.5,-,38,6,33,8,-,-1,-1,-1,-1,6.685163726,10,-1,-1,-1,-1,-1,-1,202.8,-1,0.174077656
3670,Animalia,Chordata,Amphibia,Amphibia,Anura,Bufonidae,Rhinella,Rhinella marina,Cane toad,33,2,0.060606061,-,2,2,0.060606061,1,0,0,0,-,33,2,33,21,-,11.99868508,11.99868508,-1,-1,36.5,10000,-1,-1,-1,-1,106.25,-1,297.6,-1,0.174077656
2159,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Helodermatidae,Heloderma,Heloderma horridum,Mexican beaded lizard,33,4,0.121212121,-,4,4,0.121212121,1,0,0,0,-,33,4,33,15,-,-1,-1,-1,-1,13.60767054,7.9,-1,-1,30,-1,1244.15,-1,412.8,-1,0.174077656
301,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Anas,Anas platyrhynchos,Aylesbury duck,33,7,0.212121212,-,6,4,0.121212121,0.666666667,2,0.060606061,0.333333333,-,33,7,33,16,-,11.99868508,11.99868508,0.854700855,-1,36.5,10.515,-1,-1,32.8,-1,1048.1,0.12,349.2,-1,0.174077656
2470,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Colubridae,Lampropeltis,Lampropeltis getula,King snake,33,11,0.333333333,-,21,11,0.333333333,0.904761905,0,0,0.095238095,-,43,21,33,21,-,35.99605523,35.99605523,2.005259698,-1,109.5,11,-1,-1,-1,-1,2041,-1,399.6,-1,0.174077656
1639,Animalia,Chordata,Mammalia,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta punctata,Red-rumped agouti,32,5,0.15625,-,5,4,0.125,0.8,1,0.03125,0.2,-,32,5,32,15,-,16.00920447,-1,3.681788297,4.602235371,4.602235371,1.25,1.87,4.17,227,-1,2150,-1,165.6,-1,0.176776695
1245,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Agamidae,Chlamydosaurus,Chlamydosaurus kingii,Frilled dragon,32,0,0,-,0,0,0,NA,0,0,NA,-,32,0,32,9,-,-1,-1,-1,-1,3.916160999,10,1.4,-1,1.64,-1,449.125,-1,118.8,-1,0.176776695
2722,Animalia,Chordata,Mammalia,Mammalia,Primates,Cercopithecidae,Mandrillus,Mandrillus sphinx,Mandrill,32,8,0.25,-,8,5,0.15625,0.625,3,0.09375,0.375,-,32,8,32,12,-,38.98750822,69.76035503,5.687047995,11.63708087,11.63708087,1.02,0.8,17.49,613,3000,23000,-1,480,-1,0.176776695
10572,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Ploceidae,Ploceus,Ploceus cucullatus,Village weaver,32,0,0,-,0,0,0,NA,0,0,NA,-,32,0,32,1,-,-1,-1,-1,-1,9.493723635,2.55,-1,-1,-1,-1,36.2,-1,288,-1,0.176776695
4051,Animalia,Chordata,Aves,Sauropsida,Podicipediformes,Podicipedidae,Podilymbus,Taeniopygia bichenovii,Double_barred finch,32,1,0.03125,-,1,0,0,0,1,0.03125,1,-,32,1,32,5,-,-1,-1,-1,-1,1,4.5,-1,-1,-1,-1,9.5,-1,-1,-1,0.176776695
140,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Aix,Aix galericulata,Mandarin duck,32,1,0.03125,-,6,1,0.03125,1,0,0,0,-,37,6,32,7,-,11.94832347,-1,0.953320184,-1,363.468,10.5,-1,-1,-1,-1,570,-1,124.8,-1,0.176776695
2391,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Iguanidae,Iguana,Iguana iguana,Green iguana,32,1,0.03125,-,1,0,0,0,1,0.03125,1,-,32,1,32,11,-,53.91190007,53.91190007,-1,-1,164,35,-1,-1,16.175,-1,1530,-1,237.6,-1,0.176776695
4156,Animalia,Chordata,Amphibia,Amphibia,Anura,Rhacophoridae,Theloderma,Theloderma corticale,Tonkin bug-eyed frog,32,1,0.03125,-,1,1,0.03125,1,0,0,0,-,32,1,32,11,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.176776695
680,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Viperidae,Bitis,Bitis nasicornis,Rhinoceros viper,32,3,0.09375,-,3,3,0.09375,1,0,0,0,-,32,3,32,15,-,-1,-1,-1,-1,3.71837509,-1,-1,-1,-1,-1,717,-1,112.8,-1,0.176776695
4438,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Varanidae,Varanus,Varanus beccarii,Varanus beccarii,31,8,0.258064516,-,8,5,0.161290323,0.625,3,0.096774194,0.375,-,31,8,31,7,-,-1,-1,-1,-1,5.617119817,4.1,0.9,-1,9.2,-1,237.5,-1,170.4,-1,0.179605302
1647,Animalia,Chordata,Mammalia,Mammalia,Cetacea,Delphinidae,Delphinus,Delphinus delphis,Common dolphin,31,0,0,-,0,0,0,NA,0,0,NA,-,31,0,31,1,-,57.65943458,52.03813281,9.894806049,11.34122288,11.34122288,0.98,0.4,18.01,7000,40000,80000,-1,240,-1,0.179605302
2624,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Lophodytes,Lophodytes cucullatus,Hooded merganser,31,0,0,-,0,0,0,NA,0,0,NA,-,31,0,31,9,-,23.99737015,23.99737015,1.019066404,-1,73,11,-1,-1,31,-1,634.375,-1,188.4,-1,0.179605302
1860,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Ploceidae,Euplectes,Euplectes nigroventris,Zanzibar bishop,31,1,0.032258065,-,0,0,0,NA,0,0,NA,-,31,1,31,6,-,-1,-1,-1,-1,1,3.1,-1,-1,-1,-1,21.1,-1,-1,-1,0.179605302
1723,Animalia,Chordata,Mammalia,Mammalia,Chiroptera,Pteropodidae,Eidolon,Eidolon helvum,Straw-colored fruit bat,31,1,0.032258065,-,1,1,0.032258065,1,0,0,0,-,31,1,31,7,-,-1,-1,9.040105194,2.136752137,2.136752137,1.08,-1,12,50,135,306.25,-1,261.6,-1,0.179605302
3194,Animalia,Chordata,Reptilia,Sauropsida,Galliformes,Phasianidae,Pavo,Pavo cristatus,Blue peafowl,31,1,0.032258065,-,1,0,0,0,1,0.032258065,1,-,31,1,31,10,-,23.99737015,23.99737015,0.953320184,-1,73,-1,-1,-1,120,-1,4200,0.03,278.4,-1,0.179605302
347,Animalia,Chordata,Aves,Sauropsida,Psittaciformes,Psittacidae,Anodorhynchus,Anodorhynchus hyacinthinus,Hyacinth macaw,31,3,0.096774194,-,3,1,0.032258065,0.333333333,2,0.064516129,0.666666667,-,31,3,31,11,-,-1,-1,-1,-1,15.34818654,2.2,-1,-1,-1,-1,1330,-1,465.6,-1,0.179605302
3340,Animalia,Chordata,Aves,Sauropsida,Pelecaniformes,Threskiornithidae,Platalea,Platalea ajaja,Ajaia ajaja,31,9,0.290322581,-,9,0,0,0,9,0.290322581,1,-,31,9,31,10,-,35.99605523,35.99605523,0.756081525,-1,109.5,-1,-1,-1,50,-1,1036.97,-1,336,-1,0.179605302
1386,Animalia,Chordata,Aves,Sauropsida,Galliformes,Odontophoridae,Colinus,Colinus virginianus,Northern bobwhite,30,3,0.1,-,3,3,0.1,1,0,0,0,-,30,3,30,8,-,11.99868508,11.99868508,0.756081525,-1,36.5,15,1.5,-1,-1,-1,194,-1,76.8,-1,0.182574186
3231,Animalia,Chordata,Mammalia,Mammalia,Diprotodontia,Petauridae,Petaurus,Petaurus breviceps,Pygmy sugar glider,30,12,0.4,-,13,9,0.3,0.769230769,3,0.1,0.230769231,-,31,13,30,18,-,7.758053912,14.99013807,0.525969757,4.010519395,4.010519395,1.82,1.3,10.22,0.194,25,110,0.0188,213.6,91.08,0.182574186
3101,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Bovidae,Ovis,Ovis canadensis,Big horn sheep,30,2,0.066666667,-,1,0,0,0,1,0.033333333,1,-,30,2,30,7,-,23.24128863,24.62195924,5.917159763,4.996712689,4.996712689,1.16,1.1,12,4400,28000,70275,0.0031,247.2,22100,0.182574186
90,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Bovidae,Addax,Addax nasomaculatus,Addax,30,5,0.166666667,-,5,4,0.133333333,0.8,1,0.033333333,0.2,-,30,5,30,9,-,35.00986193,-1,9.270216963,6.50887574,6.50887574,-1,1.1,11.67,5600,-1,92500,-1,336,-1,0.182574186
2004,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis,Baringo giraffe,30,3,0.1,-,8,2,0.066666667,0.875,1,0.033333333,0.125,-,35,8,30,16,-,42.01183432,54.0433925,15.02301118,4.996712689,4.996712689,1.29,0.5,20.38,58500,-1,800000,-1,474,-1,0.182574186
1524,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Viperidae,Crotalus,Crotalus durissus,Tropical rattlesnake,30,5,0.166666667,-,5,4,0.133333333,0.8,1,0.033333333,0.2,-,30,5,30,8,-,35.99605523,35.99605523,3.944773176,-1,109.5,-1,0.4165,-1,14,-1,1150,-1,237.6,-1,0.182574186
810,Animalia,Chordata,Aves,Sauropsida,Pelecaniformes,Ardeidae,Bubulcus,Bubulcus ibis,Cattle egret,30,0,0,-,0,0,0,NA,0,0,NA,-,30,0,30,12,-,23.99737015,23.99737015,0.723208416,-1,73,4.25,-1,-1,19.1,-1,390,0.22,276,-1,0.182574186
3004,Animalia,Chordata,Amphibia,Amphibia,Caudata,Salamandridae,Notophthalmus,Notophthalmus perstriatus,Striped newt,30,0,0,-,0,0,0,NA,0,0,NA,-,30,0,30,3,-,16.00920447,16.00920447,-1,-1,48.7,-1,-1,-1,-1,-1,-1,-1,154.8,-1,0.182574186
2914,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Elapidae,Naja,Naja annulifera,Egyptian snouted cobra,29,0,0,-,0,0,0,NA,0,0,NA,-,29,0,29,2,-,-1,0.30243261,0.726495726,-1,9.2,-1,-1,-1,-1,-1,-1,-1,271.82,-1,0.185695338
1828,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Bovidae,Eudorcas,Eudorcas thomsonii,Thompsons gazelle,29,6,0.206896552,-,6,4,0.137931034,0.666666667,2,0.068965517,0.333333333,-,29,6,29,11,-,11.99868508,13.75345168,5.588428665,3.353057199,3.353057199,-1,1.5,6.25,2600,-1,25000,-1,240,-1,0.185695338
1606,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Cygnus,Cygnus cygnus,Whooper swan,29,0,0,-,0,0,0,NA,0,0,NA,-,29,0,29,13,-,24.01380671,24.01380671,-1,-1,73.05,5.517206478,-1,-1,-1,-1,4275,-1,360,-1,0.185695338
1419,Animalia,Chordata,Aves,Sauropsida,Coraciiformes,Coraciidae,Coracias,Coracias cyanogaster,Blue-bellied roller,29,1,0.034482759,-,1,0,0,0,1,0.034482759,1,-,29,1,29,14,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,143,-1,-1,-1,0.185695338
2313,Animalia,Chordata,Amphibia,Amphibia,Anura,Hylidae,Dryophytes,Dryophytes versicolor,Gray treefrog,29,1,0.034482759,-,1,1,0.034482759,1,0,0,0,-,29,1,29,11,-,23.99737015,23.99737015,-1,-1,73,1800,-1,-1,-1,-1,7.2,-1,93.6,-1,0.185695338
4052,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Estrildidae,Taeniopygia,Taeniopygia guttata,Timor zebra finch,29,1,0.034482759,-,1,0,0,0,1,0.034482759,1,-,29,1,29,7,-,1.972386588,1.972386588,-1,-1,6,4.5,-1,-1,0.58,-1,12,-1,144,-1,0.185695338
1830,Animalia,Chordata,Aves,Sauropsida,Sphenisciformes,Spheniscidae,Eudyptes,Eudyptes chrysocome,Rockhopper penguin,29,2,0.068965517,-,2,2,0.068965517,1,0,0,0,-,29,2,29,5,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2470,-1,-1,-1,0.185695338
1543,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Crotaphytidae,Crotaphytus,Crotaphytus collaris,Eastern collared lizard,28,1,0.035714286,-,1,1,0.035714286,1,0,0,0,-,28,1,28,10,-,-1,-1,-1,-1,1,-1,1.5,-1,0.86,-1,29.525,-1,-1,-1,0.188982237
4379,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Estrildidae,Uraeginthus,Uraeginthus bengalus,Red cheeked cordon bleu,28,0,0,-,0,0,0,NA,0,0,NA,-,28,0,28,6,-,-1,-1,-1,-1,1,4.7,-1,-1,-1,-1,9.9,-1,-1,-1,0.188982237
2041,Animalia,Chordata,Aves,Sauropsida,Columbiformes,Columbidae,Goura,Goura victoria,Victoria crowned pigeon,28,0,0,-,0,0,0,NA,0,0,NA,-,28,0,28,10,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,2192,-1,-1,-1,0.188982237
8225,Animalia,Chordata,Aves,Sauropsida,Pelecaniformes,Ardeidae,Egretta,Egretta garzetta,Little egret,28,0,0,-,0,0,0,NA,0,0,NA,-,28,0,28,1,-,11.99868508,11.99868508,-1,-1,36.5,-1,-1,-1,-1,-1,312,0.248,267.6,-1,0.188982237
2551,Animalia,Chordata,Amphibia,Amphibia,Anura,Leptodactylidae,Leptodactylus,Leptodactylus pentadactylus,Smoky jungle frog,28,2,0.071428571,-,1,0,0,0,1,0.035714286,1,-,28,2,28,10,-,-1,-1,-1,-1,7.436750181,-1,-1,-1,-1,-1,-1,-1,225.6,-1,0.188982237
119,Animalia,Chordata,Aves,Sauropsida,Psittaciformes,Psittacidae,Agapornis,Agapornis fischeri,Fischer's lovebird,28,4,0.142857143,-,4,2,0.071428571,0.5,2,0.071428571,0.5,-,28,4,28,4,-,-1,-1,-1,-1,4.984204908,5.5,-1,-1,-1,-1,48.3,-1,151.2,-1,0.188982237
2032,Animalia,Chordata,Reptilia,Sauropsida,Testudines,Testudinidae,Gopherus,Gopherus agassizii,Agassiz's desert tortoise,27,0,0,-,0,0,0,NA,0,0,NA,-,27,0,27,9,-,180.8021039,180.8021039,3.879026956,3.879026956,3.879026956,5.5,-1,4575,-1,32.9,-1,-1,753.6,-1,0.19245009
3078,Animalia,Chordata,Mammalia,Mammalia,Artiodactyla,Bovidae,Oryx,Oryx leucoryx,Arabian oryx,27,2,0.074074074,-,7,1,0.037037037,0.142857143,1,0.037037037,0.857142857,-,32,7,27,8,-,26.10124918,18.08021039,7.98816568,4.503616042,4.503616042,-1,1.33,0.607200548,3850,-1,121350,-1,249.6,-1,0.19245009
3333,Animalia,Chordata,Mammalia,Mammalia,Primates,Pitheciidae,Pithecia,Pithecia pithecia,White-faced saki monkey,27,0,0,-,0,0,0,NA,0,0,NA,-,27,0,27,15,-,25.47666009,47.9947403,5.193951348,4.010519395,4.010519395,1.01,0.99,10.49,-1,-1,1480,-1,432,-1,0.19245009
4380,Animalia,Chordata,Aves,Sauropsida,Passeriformes,Estrildidae,Uraeginthus,Uraeginthus cyanocephalus,Blue_capped cordonbleu,27,0,0,-,0,0,0,NA,0,0,NA,-,27,0,27,6,-,-1,-1,-1,-1,1,4.95,-1,-1,-1,-1,9.775,-1,-1,-1,0.19245009
3575,Animalia,Chordata,Aves,Sauropsida,Columbiformes,Columbidae,Ptilinopus,Ptilinopus melanospilus,Black naped fruit dove,27,0,0,-,0,0,0,NA,0,0,NA,-,27,0,27,9,-,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,92,-1,-1,-1,0.19245009
1083,Animalia,Chordata,Amphibia,Amphibia,Anura,Ceratophryidae,Ceratophrys,Ceratophrys ornata,Bell'shorned frog,27,0,0,-,5,0,0,0,0,0,1,-,32,5,27,17,-,-1,-1,-1,-1,5.814905726,-1,-1,-1,-1,-1,-1,-1,176.4,-1,0.19245009
4478,Animalia,Chordata,Aves,Sauropsida,Psittaciformes,Psittacidae,Vini,Vini australis,Blue crowned lory,27,0,0,-,0,0,0,NA,0,0,NA,-,27,0,27,3,-,-1,-1,-1,-1,5.379776726,-1,-1,-1,-1,-1,-1,-1,163.2,-1,0.19245009
1519,Animalia,Chordata,Reptilia,Sauropsida,Squamata,Viperidae,Crotalus,Crotalus atrox,Western diamond back rattlesnake,27,1,0.037037037,-,1,1,0.037037037,1,0,0,0,-,27,1,27,12,-,35.99605523,35.99605523,5.489809336,-1,109.5,14,-1,-1,-1,-1,6700,-1,324,-1,0.19245009
3387,Animalia,Chordata,Aves,Sauropsida,Caprimulgiformes,Podargidae,Podargus,Podargus strigoides,Tawny frogmouth,27,2,0.074074074,-,2,2,0.074074074,1,0,0,0,-,27,2,27,15,-,-1,-1,-1,-1,1,1.89,-1,-1,-1,-1,349,-1,-1,-1,0.19245009
3907,Animalia,Chordata,Aves,Sauropsida,Anseriformes,Anatidae,Spatula,Spatula hottentota,Hottentot teal,27,2,0.074074074,-,2,2,0.074074074,1,0,0,0,-,27,2,27,9,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.19245009
